Partida,CapÌtulo,Programa,SubtÌtulo,Item,AsignaciÛn,DenominaciÛn,Monto Pesos,Monto DÛlar
16,47,1,35,,,SALDO FINAL DE CAJA,30899,0
16,49,1,5,,,TRANSFERENCIAS CORRIENTES,304902225,0
16,49,1,5,2,,Del Gobierno Central,304902225,0
16,49,1,5,2,7,Fondo Nacional de Salud - AtenciÛn Primaria,105813147,0
16,49,1,5,2,8,Fondo Nacional de Salud - Prestaciones Valoradas,29148759,0
16,49,1,5,2,9,Fondo Nacional de Salud - Prestaciones Institucionales,169940319,0
16,49,1,21,,,GASTOS EN PERSONAL,121742238,0
16,49,1,22,,,BIENES Y SERVICIOS DE CONSUMO,80557256,0
16,49,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,2693682,0
16,49,1,23,2,,Prestaciones de Asistencia Social,23170,0
16,49,1,23,2,4,Ayudas EconÛmicas y Otros Pagos Preventivos,23170,0
16,49,1,23,3,,Prestaciones Sociales del Empleador,2670512,0
16,49,1,23,3,1,IndemnizaciÛn de Cargo Fiscal,2670512,0
16,49,1,24,,,TRANSFERENCIAS CORRIENTES,93809346,0
16,49,1,24,3,,A Otras Entidades P˙blicas,93809346,0
16,49,1,24,3,298,"AtenciÛn Primaria, Ley N∞ 19.378",93809346,0
16,49,1,26,,,OTROS GASTOS CORRIENTES,334297,0
16,49,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,334297,0
16,49,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,5765406,0
16,49,1,29,4,,Mobiliario y Otros,2962551,0
16,49,1,29,5,,M·quinas y Equipos,2625432,0
16,49,1,29,6,,Equipos Inform·ticos,177423,0
16,50,1,5,,,TRANSFERENCIAS CORRIENTES,37097302,0
16,50,1,5,2,,Del Gobierno Central,37097302,0
16,50,1,5,2,7,Fondo Nacional de Salud - AtenciÛn Primaria,159135,0
16,50,1,5,2,8,Fondo Nacional de Salud - Prestaciones Valoradas,15020112,0
16,50,1,5,2,9,Fondo Nacional de Salud - Prestaciones Institucionales,21917637,0
16,50,1,5,2,10,SubsecretarÌa de Salud P˙blica,418,0
16,50,1,6,,,RENTAS DE LA PROPIEDAD,25656,0
16,50,1,7,,,INGRESOS DE OPERACI”N,1280701,0
16,50,1,8,,,OTROS INGRESOS CORRIENTES,1006255,0
16,50,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,1002914,0
16,50,1,8,2,,Multas y Sanciones Pecuniarias,3341,0
16,50,1,12,,,RECUPERACI”N DE PRESTAMOS,124611,0
16,50,1,12,10,,Ingresos por Percibir,124611,0
16,50,1,15,,,SALDO INICIAL DE CAJA,995,0
16,50,1,21,,,GASTOS EN PERSONAL,25266447,0
16,50,1,22,,,BIENES Y SERVICIOS DE CONSUMO,14078820,0
16,50,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,78031,0
16,50,1,23,3,,Prestaciones Sociales del Empleador,78031,0
16,50,1,23,3,1,IndemnizaciÛn de Cargo Fiscal,78031,0
16,50,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,111222,0
16,50,1,29,4,,Mobiliario y Otros,111222,0
16,50,1,35,,,SALDO FINAL DE CAJA,1000,0
16,51,1,5,,,TRANSFERENCIAS CORRIENTES,8538571,0
16,51,1,5,2,,Del Gobierno Central,8538571,0
16,51,1,5,2,8,Fondo Nacional de Salud - Prestaciones Valoradas,5041810,0
16,51,1,5,2,9,Fondo Nacional de Salud - Prestaciones Institucionales,3496358,0
16,51,1,5,2,10,SubsecretarÌa de Salud P˙blica,403,0
16,51,1,6,,,RENTAS DE LA PROPIEDAD,758,0
16,51,1,7,,,INGRESOS DE OPERACI”N,201922,0
16,51,1,8,,,OTROS INGRESOS CORRIENTES,104287,0
16,51,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,104132,0
16,51,1,8,2,,Multas y Sanciones Pecuniarias,155,0
16,51,1,12,,,RECUPERACI”N DE PRESTAMOS,77337,0
16,51,1,12,10,,Ingresos por Percibir,77337,0
16,51,1,15,,,SALDO INICIAL DE CAJA,489,0
16,51,1,21,,,GASTOS EN PERSONAL,2849678,0
16,51,1,22,,,BIENES Y SERVICIOS DE CONSUMO,6002466,0
16,51,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,54712,0
16,51,1,23,3,,Prestaciones Sociales del Empleador,54712,0
16,51,1,23,3,1,IndemnizaciÛn de Cargo Fiscal,54712,0
16,51,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,16008,0
16,51,1,29,4,,Mobiliario y Otros,16008,0
16,51,1,35,,,SALDO FINAL DE CAJA,500,0
16,52,1,5,,,TRANSFERENCIAS CORRIENTES,6137369,0
16,52,1,5,2,,Del Gobierno Central,6137369,0
16,52,1,5,2,8,Fondo Nacional de Salud - Prestaciones Valoradas,3403300,0
16,52,1,5,2,9,Fondo Nacional de Salud - Prestaciones Institucionales,2733984,0
16,52,1,5,2,10,SubsecretarÌa de Salud P˙blica,85,0
16,52,1,6,,,RENTAS DE LA PROPIEDAD,44263,0
16,52,1,7,,,INGRESOS DE OPERACI”N,902106,0
16,52,1,8,,,OTROS INGRESOS CORRIENTES,90201,0
16,52,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,63742,0
16,52,1,8,2,,Multas y Sanciones Pecuniarias,9118,0
16,52,1,8,99,,Otros,17341,0
16,52,1,12,,,RECUPERACI”N DE PRESTAMOS,479927,0
16,52,1,12,10,,Ingresos por Percibir,479927,0
16,52,1,15,,,SALDO INICIAL DE CAJA,474,0
16,52,1,21,,,GASTOS EN PERSONAL,3326209,0
16,52,1,22,,,BIENES Y SERVICIOS DE CONSUMO,4257196,0
16,52,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,68057,0
16,52,1,23,3,,Prestaciones Sociales del Empleador,68057,0
16,52,1,23,3,1,IndemnizaciÛn de Cargo Fiscal,68057,0
16,52,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,2378,0
16,52,1,29,4,,Mobiliario y Otros,2378,0
16,52,1,35,,,SALDO FINAL DE CAJA,500,0
16,53,1,5,,,TRANSFERENCIAS CORRIENTES,49352001,0
16,53,1,5,2,,Del Gobierno Central,49352001,0
16,53,1,5,2,7,Fondo Nacional de Salud - AtenciÛn Primaria,20276607,0
16,53,1,5,2,8,Fondo Nacional de Salud - Prestaciones Valoradas,8185933,0
16,53,1,5,2,9,Fondo Nacional de Salud - Prestaciones Institucionales,20791318,0
16,53,1,5,2,10,SubsecretarÌa de Salud P˙blica,98143,0
16,53,1,7,,,INGRESOS DE OPERACI”N,1389902,0
16,53,1,8,,,OTROS INGRESOS CORRIENTES,860324,0
16,53,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,747510,0
16,53,1,8,2,,Multas y Sanciones Pecuniarias,4619,0
16,53,1,8,99,,Otros,108195,0
16,53,1,12,,,RECUPERACI”N DE PRESTAMOS,88716,0
16,53,1,12,10,,Ingresos por Percibir,88716,0
16,53,1,15,,,SALDO INICIAL DE CAJA,1000,0
16,53,1,21,,,GASTOS EN PERSONAL,24753716,0
16,53,1,22,,,BIENES Y SERVICIOS DE CONSUMO,7917681,0
16,53,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,287529,0
16,53,1,23,3,,Prestaciones Sociales del Empleador,287529,0
16,53,1,23,3,1,IndemnizaciÛn de Cargo Fiscal,287529,0
16,53,1,24,,,TRANSFERENCIAS CORRIENTES,18691703,0
16,53,1,24,3,,A Otras Entidades P˙blicas,18691703,0
16,53,1,24,3,298,"AtenciÛn Primaria, Ley N∞ 19.378",18691703,0
16,53,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,40315,0
16,53,1,29,4,,Mobiliario y Otros,40315,0
16,53,1,35,,,SALDO FINAL DE CAJA,999,0
17,1,1,8,,,OTROS INGRESOS CORRIENTES,16341,0
17,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,16331,0
17,1,1,8,99,,Otros,10,0
17,1,1,9,,,APORTE FISCAL,5307014,0
17,1,1,9,1,,Libre,5307014,0
17,1,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,20,0
17,1,1,10,3,,VehÌculos,10,0
17,1,1,10,6,,Equipos Inform·ticos,10,0
17,1,1,15,,,SALDO INICIAL DE CAJA,10,0
17,1,1,21,,,GASTOS EN PERSONAL,3803576,0
17,1,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1076373,0
17,1,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
17,1,1,23,3,,Prestaciones Sociales del Empleador,10,0
17,1,1,24,,,TRANSFERENCIAS CORRIENTES,170820,0
17,1,1,24,1,,Al Sector Privado,134415,0
17,1,1,24,1,1,FundaciÛn Chile,134415,0
17,1,1,24,7,,A Organismos Internacionales,36405,0
17,1,1,24,7,1,Grupo Internacional de Estudios del Cobre - GIEC,36405,0
17,1,1,25,,,INTEGROS AL FISCO,10,0
17,1,1,25,1,,Impuestos,10,0
17,1,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,272586,0
17,1,1,29,3,,VehÌculos,65685,0
17,1,1,29,4,,Mobiliario y Otros,4959,0
17,1,1,29,5,,M·quinas y Equipos,19982,0
17,1,1,29,6,,Equipos Inform·ticos,105348,0
17,1,1,29,7,,Programas Inform·ticos,76612,0
17,1,1,34,,,SERVICIO DE LA DEUDA,10,0
17,1,1,34,7,,Deuda Flotante,10,0
17,1,2,9,,,APORTE FISCAL,6577356,0
17,1,2,9,1,,Libre,6577356,0
17,1,2,15,,,SALDO INICIAL DE CAJA,10,0
17,1,2,21,,,GASTOS EN PERSONAL,99816,0
17,1,2,22,,,BIENES Y SERVICIOS DE CONSUMO,117014,0
17,1,2,24,,,TRANSFERENCIAS CORRIENTES,6360526,0
17,1,2,24,1,,Al Sector Privado,1680526,0
17,1,2,24,1,485,Programa CapacitaciÛn y Transferencia TecnolÛgica PequeÒa MinerÌa Artesanal,1680526,0
17,1,2,24,4,,A Empresas P˙blicas no Financieras,4680000,0
17,1,2,24,4,1,Empresa Nacional de MinerÌa,4680000,0
17,1,2,34,,,SERVICIO DE LA DEUDA,10,0
17,1,2,34,7,,Deuda Flotante,10,0
17,2,1,7,,,INGRESOS DE OPERACI”N,15913,0
17,2,1,8,,,OTROS INGRESOS CORRIENTES,12555,0
17,2,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,12555,0
17,2,1,9,,,APORTE FISCAL,4355104,0
17,2,1,9,1,,Libre,4355104,0
17,2,1,15,,,SALDO INICIAL DE CAJA,10,0
17,2,1,21,,,GASTOS EN PERSONAL,3657214,0
17,2,1,22,,,BIENES Y SERVICIOS DE CONSUMO,573187,0
17,2,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
17,2,1,23,3,,Prestaciones Sociales del Empleador,10,0
17,2,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,153161,0
17,2,1,29,4,,Mobiliario y Otros,9270,0
17,2,1,29,5,,M·quinas y Equipos,2060,0
17,2,1,29,6,,Equipos Inform·ticos,117626,0
17,2,1,29,7,,Programas Inform·ticos,24205,0
17,2,1,34,,,SERVICIO DE LA DEUDA,10,0
17,2,1,34,7,,Deuda Flotante,10,0
17,3,1,6,,,RENTAS DE LA PROPIEDAD,67082,0
17,3,1,7,,,INGRESOS DE OPERACI”N,629188,0
17,3,1,8,,,OTROS INGRESOS CORRIENTES,102591,0
17,3,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,100016,0
17,3,1,8,99,,Otros,2575,0
17,3,1,9,,,APORTE FISCAL,11975138,0
17,3,1,9,1,,Libre,11975138,0
17,3,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,10917,0
17,3,1,10,3,,VehÌculos,10917,0
17,3,1,12,,,RECUPERACI”N DE PRESTAMOS,22133,0
17,3,1,12,10,,Ingresos por Percibir,22133,0
17,3,1,15,,,SALDO INICIAL DE CAJA,10,0
17,3,1,21,,,GASTOS EN PERSONAL,2286438,0
17,3,1,22,,,BIENES Y SERVICIOS DE CONSUMO,1309404,0
17,3,1,24,,,TRANSFERENCIAS CORRIENTES,8803503,0
17,3,1,24,3,,A Otras Entidades P˙blicas,8803503,0
17,3,1,24,3,1,Propiedad Minera,2601889,0
17,3,1,24,3,2,Ley de Cierre y GestiÛn Ambiental,1434782,0
17,3,1,24,3,3,GestiÛn de MinerÌa,1858216,0
17,3,1,24,3,4,GestiÛn de GeologÌa,1649472,0
17,3,1,24,3,5,GeologÌa Aplicada,1259144,0
17,3,1,25,,,INTEGROS AL FISCO,43667,0
17,3,1,25,1,,Impuestos,43667,0
17,3,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,364037,0
17,3,1,29,6,,Equipos Inform·ticos,75637,0
17,3,1,29,7,,Programas Inform·ticos,288400,0
17,3,1,34,,,SERVICIO DE LA DEUDA,10,0
17,3,1,34,7,,Deuda Flotante,10,0
17,3,2,9,,,APORTE FISCAL,3695001,0
17,3,2,9,1,,Libre,3695001,0
17,3,2,15,,,SALDO INICIAL DE CAJA,10,0
17,3,2,21,,,GASTOS EN PERSONAL,1892292,0
17,3,2,22,,,BIENES Y SERVICIOS DE CONSUMO,1486005,0
17,3,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,316704,0
17,3,2,29,5,,M·quinas y Equipos,298700,0
17,3,2,29,7,,Programas Inform·ticos,18004,0
17,3,2,34,,,SERVICIO DE LA DEUDA,10,0
17,3,2,34,7,,Deuda Flotante,10,0
17,3,3,9,,,APORTE FISCAL,4821119,0
17,3,3,9,1,,Libre,4821119,0
17,3,3,15,,,SALDO INICIAL DE CAJA,10,0
17,3,3,21,,,GASTOS EN PERSONAL,2950778,0
17,3,3,22,,,BIENES Y SERVICIOS DE CONSUMO,1654041,0
17,3,3,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,216300,0
17,3,3,29,7,,Programas Inform·ticos,216300,0
17,3,3,34,,,SERVICIO DE LA DEUDA,10,0
17,3,3,34,7,,Deuda Flotante,10,0
17,3,4,9,,,APORTE FISCAL,4288006,0
17,3,4,9,1,,Libre,4288006,0
17,3,4,15,,,SALDO INICIAL DE CAJA,10,0
17,3,4,21,,,GASTOS EN PERSONAL,3744427,0
17,3,4,22,,,BIENES Y SERVICIOS DE CONSUMO,413751,0
17,3,4,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,129828,0
17,3,4,29,3,,VehÌculos,49440,0
17,3,4,29,5,,M·quinas y Equipos,9577,0
17,3,4,29,6,,Equipos Inform·ticos,51123,0
17,3,4,29,7,,Programas Inform·ticos,19688,0
17,3,4,34,,,SERVICIO DE LA DEUDA,10,0
17,3,4,34,7,,Deuda Flotante,10,0
18,1,1,7,,,INGRESOS DE OPERACI”N,10815,0
18,1,1,7,2,,Venta de Servicios,10815,0
18,1,1,8,,,OTROS INGRESOS CORRIENTES,787799,0
18,1,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,731149,0
18,1,1,8,2,,Multas y Sanciones Pecuniarias,5150,0
18,1,1,8,99,,Otros,51500,0
18,1,1,9,,,APORTE FISCAL,138918786,0
18,1,1,9,1,,Libre,138918786,0
18,1,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,11330,0
18,1,1,10,3,,VehÌculos,10300,0
18,1,1,10,4,,Mobiliario y Otros,1030,0
18,1,1,12,,,RECUPERACI”N DE PRESTAMOS,100000,0
18,1,1,12,10,,Ingresos por Percibir,100000,0
18,1,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,2605900,0
18,1,1,13,2,,Del Gobierno Central,2605900,0
18,1,1,13,2,5,IVA Concesiones Transantiago,1163900,0
18,1,1,13,2,8,De la SubsecretarÌa de EnergÌa,1442000,0
18,1,1,15,,,SALDO INICIAL DE CAJA,120000,0
18,1,1,21,,,GASTOS EN PERSONAL,33497209,0
18,1,1,22,,,BIENES Y SERVICIOS DE CONSUMO,9776644,0
18,1,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
18,1,1,23,1,,Prestaciones Previsionales,10,0
18,1,1,24,,,TRANSFERENCIAS CORRIENTES,730554,0
18,1,1,24,1,,Al Sector Privado,730554,0
18,1,1,24,1,5,FundaciÛn Nacional para la SuperaciÛn de la Pobreza,586372,0
18,1,1,24,1,12,Convenio MINVU - Instituto Forestal,26523,0
18,1,1,24,1,500,Instituto de la ConstrucciÛn,106524,0
18,1,1,24,1,502,Instituto Nacional de NormalizaciÛn,11135,0
18,1,1,25,,,INTEGROS AL FISCO,6903,0
18,1,1,25,1,,Impuestos,6903,0
18,1,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,4677525,0
18,1,1,29,3,,VehÌculos,475883,0
18,1,1,29,4,,Mobiliario y Otros,70704,0
18,1,1,29,5,,M·quinas y Equipos,106358,0
18,1,1,29,6,,Equipos Inform·ticos,1270584,0
18,1,1,29,7,,Programas Inform·ticos,2753996,0
18,1,1,31,,,INICIATIVAS DE INVERSI”N,31748168,0
18,1,1,31,1,,Estudios B·sicos,258890,0
18,1,1,31,2,,Proyectos,31489278,0
18,1,1,33,,,TRANSFERENCIAS DE CAPITAL,62076667,0
18,1,1,33,1,,Al Sector Privado,61689077,0
18,1,1,33,1,27,IVA Concesiones Transantiago,1163900,0
18,1,1,33,1,28,Subsidio de ProtecciÛn del Patrimonio Familiar,2469552,0
18,1,1,33,1,37,Cumplimiento Convenio MINVU-PNUD,923024,0
18,1,1,33,1,41,Convenio Universidades,45526,0
18,1,1,33,1,45,Convenio MINVU - GBC,103000,0
18,1,1,33,1,47,Convenio MINVU - Fundacion Chile,42436,0
18,1,1,33,1,124,Subsidio Complementario,160627,0
18,1,1,33,1,125,Subsidio a la OriginaciÛn,1082533,0
18,1,1,33,1,126,Subsidio Implicito,17395,0
18,1,1,33,1,127,Subsidios Leasing,5584019,0
18,1,1,33,1,129,Subsidios Cartera Hipotecaria,36074152,0
18,1,1,33,1,130,Subsidio de Aislamiento TÈrmico,1442000,0
18,1,1,33,1,132,Sistema Integrado de Subsidio,472695,0
18,1,1,33,1,133,Fondo Solidario de ElecciÛn de Vivienda,5317016,0
18,1,1,33,1,134,Subsidio al Arriendo,6791202,0
18,1,1,33,3,,A Otras Entidades P˙blicas,387590,0
18,1,1,33,3,1,Otras Transferencias a  SERVIU,387590,0
18,1,1,34,,,SERVICIO DE LA DEUDA,40950,0
18,1,1,34,7,,Deuda Flotante,40950,0
18,1,2,9,,,APORTE FISCAL,16039555,0
18,1,2,9,1,,Libre,16039555,0
18,1,2,15,,,SALDO INICIAL DE CAJA,23000,0
18,1,2,21,,,GASTOS EN PERSONAL,1561495,0
18,1,2,22,,,BIENES Y SERVICIOS DE CONSUMO,572711,0
18,1,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,16027,0
18,1,2,29,4,,Mobiliario y Otros,13438,0
18,1,2,29,5,,M·quinas y Equipos,2589,0
18,1,2,33,,,TRANSFERENCIAS DE CAPITAL,13912322,0
18,1,2,33,3,,A Otras Entidades P˙blicas,13912322,0
18,1,2,33,3,3,Municipalidades para el Programa Aldeas y Campamentos,13912322,0
18,1,4,9,,,APORTE FISCAL,52212159,0
18,1,4,9,1,,Libre,52212159,0
18,1,4,21,,,GASTOS EN PERSONAL,1628320,0
18,1,4,22,,,BIENES Y SERVICIOS DE CONSUMO,1280380,0
18,1,4,31,,,INICIATIVAS DE INVERSI”N,20699342,0
18,1,4,31,2,,Proyectos,20699342,0
18,1,4,33,,,TRANSFERENCIAS DE CAPITAL,28604117,0
18,1,4,33,3,,A Otras Entidades P˙blicas,28604117,0
18,1,4,33,3,2,Municipalidades para el Programa RecuperaciÛn de Barrios,28604117,0
18,2,1,6,,,RENTAS DE LA PROPIEDAD,443486,0
18,2,1,7,,,INGRESOS DE OPERACI”N,2321363,0
18,2,1,7,2,,Venta de Servicios,2321363,0
18,2,1,8,,,OTROS INGRESOS CORRIENTES,223064,0
18,2,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,145343,0
18,2,1,8,2,,Multas y Sanciones Pecuniarias,16046,0
18,2,1,8,99,,Otros,61675,0
18,2,1,9,,,APORTE FISCAL,16660795,0
18,2,1,9,1,,Libre,16660795,0
18,2,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,8439,0
18,2,1,10,99,,Otros Activos no Financieros,8439,0
18,2,1,15,,,SALDO INICIAL DE CAJA,10000,0
18,2,1,21,,,GASTOS EN PERSONAL,5139541,0
18,2,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2033695,0
18,2,1,25,,,INTEGROS AL FISCO,5273,0
18,2,1,25,1,,Impuestos,5273,0
18,2,1,26,,,OTROS GASTOS CORRIENTES,10,0
18,2,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
18,2,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,56213,0
18,2,1,29,4,,Mobiliario y Otros,26190,0
18,2,1,29,5,,M·quinas y Equipos,30023,0
18,2,1,31,,,INICIATIVAS DE INVERSI”N,12432312,0
18,2,1,31,2,,Proyectos,12432312,0
18,2,1,34,,,SERVICIO DE LA DEUDA,103,0
18,2,1,34,7,,Deuda Flotante,103,0
18,21,1,6,,,RENTAS DE LA PROPIEDAD,15975,0
18,21,1,6,1,,Arriendo de Activos No Financieros,15965,0
18,21,1,6,3,,Intereses,10,0
18,21,1,7,,,INGRESOS DE OPERACI”N,26285,0
18,21,1,7,1,,Venta de Bienes,6705,0
18,21,1,7,2,,Venta de Servicios,19580,0
18,21,1,8,,,OTROS INGRESOS CORRIENTES,182263,0
18,21,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,23340,0
18,21,1,8,2,,Multas y Sanciones Pecuniarias,52,0
18,21,1,8,99,,Otros,158871,0
18,21,1,9,,,APORTE FISCAL,50396759,0
18,21,1,9,1,,Libre,50396759,0
18,21,1,12,,,RECUPERACI”N DE PRESTAMOS,10,0
18,21,1,12,10,,Ingresos por Percibir,10,0
18,21,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,113419,0
18,21,1,13,3,,De Otras Entidades P˙blicas,113419,0
18,21,1,13,3,1,De Municipalidades para Pavimentos Participativos,77394,0
18,21,1,13,3,3,De Municipalidades para Programa RehabilitaciÛn de Espacios P˙blicos,36025,0
18,21,1,15,,,SALDO INICIAL DE CAJA,23000,0
18,21,1,21,,,GASTOS EN PERSONAL,1525341,0
18,21,1,22,,,BIENES Y SERVICIOS DE CONSUMO,267244,0
18,21,1,26,,,OTROS GASTOS CORRIENTES,10,0
18,21,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
18,21,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,15091,0
18,21,1,29,4,,Mobiliario y Otros,10028,0
18,21,1,29,5,,M·quinas y Equipos,5063,0
18,21,1,31,,,INICIATIVAS DE INVERSI”N,21803885,0
18,21,1,31,2,,Proyectos,21803885,0
18,21,1,33,,,TRANSFERENCIAS DE CAPITAL,27145515,0
18,21,1,33,1,,Al Sector Privado,27145515,0
18,21,1,33,1,23,Subsidios Fondo Solidario de Vivienda,1733415,0
18,21,1,33,1,28,Subsidio de ProtecciÛn del Patrimonio Familiar,9905084,0
18,21,1,33,1,127,Subsidios Leasing,4043,0
18,21,1,33,1,132,Sistema Integrado de Subsidio,2075092,0
18,21,1,33,1,133,Fondo Solidario de ElecciÛn de Vivienda,13427881,0
18,21,1,34,,,SERVICIO DE LA DEUDA,625,0
18,21,1,34,7,,Deuda Flotante,625,0
18,22,1,6,,,RENTAS DE LA PROPIEDAD,16480,0
18,22,1,6,1,,Arriendo de Activos No Financieros,1030,0
18,22,1,6,99,,Otras Rentas de la Propiedad,15450,0
18,22,1,7,,,INGRESOS DE OPERACI”N,37615,0
18,22,1,7,1,,Venta de Bienes,1555,0
18,22,1,7,2,,Venta de Servicios,36060,0
18,22,1,8,,,OTROS INGRESOS CORRIENTES,203406,0
18,22,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,35010,0
18,22,1,8,99,,Otros,168396,0
18,22,1,9,,,APORTE FISCAL,28523712,0
18,22,1,9,1,,Libre,28523712,0
18,22,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,3542463,0
18,22,1,10,1,,Terrenos,3539776,0
18,22,1,10,99,,Otros Activos no Financieros,2687,0
18,22,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,123343,0
18,22,1,13,3,,De Otras Entidades P˙blicas,123343,0
18,22,1,13,3,1,De Municipalidades para Pavimentos Participativos,82555,0
18,22,1,13,3,3,De Municipalidades para Programa RehabilitaciÛn de Espacios P˙blicos,40788,0
18,22,1,15,,,SALDO INICIAL DE CAJA,23000,0
18,22,1,21,,,GASTOS EN PERSONAL,2179927,0
18,22,1,22,,,BIENES Y SERVICIOS DE CONSUMO,231968,0
18,22,1,26,,,OTROS GASTOS CORRIENTES,10,0
18,22,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
18,22,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,8171,0
18,22,1,29,4,,Mobiliario y Otros,4178,0
18,22,1,29,5,,M·quinas y Equipos,3993,0
18,22,1,31,,,INICIATIVAS DE INVERSI”N,9265514,0
18,22,1,31,2,,Proyectos,9265514,0
18,22,1,33,,,TRANSFERENCIAS DE CAPITAL,20783966,0
18,22,1,33,1,,Al Sector Privado,20783966,0
18,22,1,33,1,23,Subsidios Fondo Solidario de Vivienda,89921,0
18,22,1,33,1,28,Subsidio de ProtecciÛn del Patrimonio Familiar,4185695,0
18,22,1,33,1,127,Subsidios Leasing,21072,0
18,22,1,33,1,132,Sistema Integrado de Subsidio,2321865,0
18,22,1,33,1,133,Fondo Solidario de ElecciÛn de Vivienda,14165413,0
18,22,1,34,,,SERVICIO DE LA DEUDA,463,0
18,22,1,34,7,,Deuda Flotante,463,0
18,23,1,6,,,RENTAS DE LA PROPIEDAD,861,0
18,23,1,6,1,,Arriendo de Activos No Financieros,10,0
18,23,1,6,3,,Intereses,851,0
18,23,1,7,,,INGRESOS DE OPERACI”N,20,0
18,23,1,7,1,,Venta de Bienes,20,0
18,23,1,8,,,OTROS INGRESOS CORRIENTES,321138,0
18,23,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,17505,0
18,23,1,8,2,,Multas y Sanciones Pecuniarias,25,0
18,23,1,8,99,,Otros,303608,0
18,23,1,9,,,APORTE FISCAL,20876181,0
18,23,1,9,1,,Libre,20876181,0
18,23,1,12,,,RECUPERACI”N DE PRESTAMOS,4072,0
18,23,1,12,2,,Hipotecarios,4072,0
18,23,1,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,1534223,0
18,23,1,13,1,,Del Sector Privado,1258625,0
18,23,1,13,1,2,Aportes Convenio Minera CASALES-SERVIU,1258625,0
18,23,1,13,3,,De Otras Entidades P˙blicas,275598,0
18,23,1,13,3,1,De Municipalidades para Pavimentos Participativos,201979,0
18,23,1,13,3,3,De Municipalidades para Programa RehabilitaciÛn de Espacios P˙blicos,73619,0
18,23,1,15,,,SALDO INICIAL DE CAJA,23000,0
18,23,1,21,,,GASTOS EN PERSONAL,1367933,0
18,23,1,22,,,BIENES Y SERVICIOS DE CONSUMO,179880,0
18,23,1,26,,,OTROS GASTOS CORRIENTES,10,0
18,23,1,26,2,,Compensaciones por DaÒos a Terceros y/o a la Propiedad,10,0
18,23,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,13274,0
18,23,1,29,4,,Mobiliario y Otros,7060,0
